materialSampleID,eventDate,samplingStation,waterSample,Latitude,Longitude
PER25-67,6/15/2025,Scatarie_6,625065,45.970831,59.188323
PER25-68,6/15/2025,Scatarie_6,625066,45.970831,59.188323
PER25-69,6/15/2025,Scatarie_6,625067,45.970831,59.188323
PER25-70,6/15/2025,Scatarie_5,625068,45.949791,59.246256
PER25-71,6/15/2025,Scatarie_5,625069,45.949791,59.246256
PER25-72,6/15/2025,Scatarie_5,625070,45.949791,59.246256
PER25-73,6/15/2025,SAB_10,625071,45.940778,59.259297
PER25-74,6/15/2025,SAB_10,625072,45.940778,59.259297
PER25-75,6/15/2025,SAB_10,625073,45.940778,59.259297
PER25-76,6/15/2025,BLANK,625074,NA,NA
PER25-77,6/16/2025,SAB_11,625075,46.051367,59.254004
PER25-78,6/16/2025,SAB_11,625076,46.051367,59.254004
PER25-79,6/16/2025,SAB_11,625077,46.051367,59.254004
PER25-80,6/16/2025,SAB_12,625078,46.166096,59.245062
PER25-81,6/16/2025,SAB_12,625079,46.166096,59.245062
PER25-82,6/16/2025,SAB_12,625080,46.166096,59.245062
PER25-83,6/16/2025,SAB_17,625081,46.159152,59.087822
PER25-84,6/16/2025,SAB_17,625082,46.159152,59.087822
PER25-85,6/16/2025,SAB_17,625083,46.159152,59.087822
PER25-86,6/16/2025,SAB_18,625084,46.257869,59.110261
PER25-87,6/16/2025,SAB_18,625085,46.257869,59.110261
PER25-88,6/16/2025,SAB_18,625086,46.257869,59.110261
PER25-89,6/16/2025,SAB_13,625087,46.268487,59.225255
PER25-90,6/16/2025,SAB_13,625088,46.268487,59.225255
PER25-91,6/16/2025,SAB_13,625089,46.268487,59.225255
PER25-92,6/16/2025,BLANK,625090,NA,NA
PER25-93,6/17/2025,SAB_08,625091,45.87988,59.608594
PER25-94,6/17/2025,SAB_08,625092,45.87988,59.608594
PER25-95,6/17/2025,SAB_08,625093,45.87988,59.608594
PER25-96,6/17/2025,CURDO_05,625094,45.884762,59.605305
PER25-97,6/17/2025,CURDO_05,625095,45.884762,59.605305
NA,6/17/2025,CURDO_05,625096,45.884762,59.605305
PER25-98,6/17/2025,CURDO_02,625097,45.888467,59.601614
PER25-99,6/17/2025,CURDO_02,625098,45.888467,59.601614
PER25-100,6/17/2025,CURDO_02,625099,45.888467,59.601614
PER25-101,6/17/2025,CURDO_10,625100,45.89206,59.599093
PER25-102,6/17/2025,CURDO_10,625101,45.89206,59.599093
PER25-103,6/17/2025,CURDO_10,625102,45.89206,59.599093
PER25-104,6/17/2025,CURDO_03,625103,45.894098,59.592095
PER25-105,6/17/2025,CURDO_03,625104,45.894098,59.592095
PER25-106,6/17/2025,CURDO_03,625105,45.894098,59.592095
PER25-107,6/17/2025,CURDO_06,625106,45.893368,59.585101
PER25-108,6/17/2025,CURDO_06,625107,45.893368,59.585101
PER25-109,6/17/2025,CURDO_06,625108,45.893368,59.585101
PER25-110,6/17/2025,CURDO_09,625109,45.894041,59.579145
PER25-111,6/17/2025,CURDO_09,625110,45.894041,59.579145
PER25-112,6/17/2025,CURDO_09,625111,45.894041,59.579145
PER25-113,6/17/2025,BLANK,625112,NA,NA
PER25-114,6/18/2025,SCATARIE_NEW_,625113,45.990859,59.146284
PER25-115,6/18/2025,SCATARIE_NEW_,625114,45.990859,59.146284
PER25-116,6/18/2025,SCATARIE_NEW_,625115,45.990859,59.146284
PER25-117,6/18/2025,BLANK,625116,NA,NA
PER25-118,6/19/2025,DEEP_01,625117,46.309938,59.013688
PER25-119,6/19/2025,DEEP_01,625118,46.309938,59.013688
PER25-120,6/19/2025,DEEP_01,625119,46.309938,59.013688
PER25-121,6/19/2025,DEEP_02,625120,46.323139,58.963239
PER25-122,6/19/2025,DEEP_02,625121,46.323139,58.963239
PER25-123,6/19/2025,DEEP_02,625122,46.323139,58.963239
PER25-124,6/19/2025,DEEP_02,625123,46.323139,58.963239
PER25-125,6/19/2025,DEEP_02,625124,46.323139,58.963239
PER25-126,6/19/2025,DEEP_02,625125,46.323139,58.963239
PER25-127,6/19/2025,BLANK,625126,NA,NA
SAB26-009,6/15/2026,Curdo_03,626080,45.89256,59.593576
SAB26-010,6/15/2026,Curdo_03,626081,45.89256,59.593576
SAB26-011,6/15/2026,Curdo_03,626082,45.89256,59.593576
SAB26-012,6/15/2026,Curdo_01,626083,45.896826,59.601211
SAB26-013,6/15/2026,Curdo_01,626084,45.896826,59.601211
SAB26-014,6/15/2026,Curdo_01,626085,45.896826,59.601211
SAB26-015,6/15/2026,Curdo_02,626086,45.883213,59.601707
SAB26-016,6/15/2026,Curdo_02,626087,45.883213,59.601707
SAB26-017,6/15/2026,Curdo_02,626088,45.883213,59.601707
SAB26-018,6/15/2026,Curdo_10,626089,45.893057,59.598317
SAB26-019,6/15/2026,Curdo_10,626090,45.893057,59.598317
SAB26-020,6/15/2026,Curdo_10,626091,45.893057,59.598317
SAB26-021,6/15/2026,Curdo_09,626092,45.892523,59.579495
SAB26-022,6/15/2026,Curdo_09,626093,45.892523,59.579495
SAB26-023,6/15/2026,Curdo_09,626094,45.892523,59.579495
SAB26-024,6/15/2026,Curdo_09,626095,45.892523,59.579495
SAB26-025,6/15/2026,Curdo_09,626096,45.892523,59.579495
SAB26-026,6/15/2026,Curdo_09,626097,45.892523,59.579495
SAB26-027,6/15/2026,SAB_06,626098,45.944308,59.419985
SAB26-028,6/15/2026,SAB_06,626099,45.944308,59.419985
SAB26-029,6/15/2026,SAB_06,626100,45.944308,59.419985
SAB26-030,6/15/2026,SAB_06,626101,45.944308,59.419985
SAB26-031,6/15/2026,SAB_06,626102,45.944308,59.419985
SAB26-032,6/15/2026,SAB_06,626103,45.944308,59.419985
SAB26-033,6/15/2026,SAB_02,626104,45.957292,59.555495
SAB26-034,6/15/2026,SAB_02,626105,45.957292,59.555495
SAB26-035,6/15/2026,SAB_02,626106,45.957292,59.555495
SAB26-036,6/15/2026,SAB_03,626107,45.062166,59.569835
SAB26-037,6/15/2026,SAB_03,626108,45.062166,59.569835
SAB26-038,6/15/2026,SAB_03,626109,45.062166,59.569835
SAB26-039,6/15/2026,SAB_03_Blank,626110,NA,NA
SAB26-040,6/18/2026,Scatarie_07,626111,46.011888,59.256778
SAB26-041,6/18/2026,Scatarie_07,626112,46.011888,59.256778
SAB26-042,6/18/2026,Scatarie_07,626113,46.011888,59.256778
SAB26-043,6/18/2026,Scatarie_07,626114,46.011888,59.256778
SAB26-044,6/18/2026,Scatarie_07,626115,46.011888,59.256778
SAB26-045,6/18/2026,Scatarie_07,626116,46.011888,59.256778
SAB26-046,6/18/2026,Scatarie_10,626117,45.973123,59.229617
SAB26-047,6/18/2026,Scatarie_10,626118,45.973123,59.229617
SAB26-048,6/18/2026,Scatarie_10,626119,45.973123,59.229617
SAB26-049,6/18/2026,Scatarie_10,626120,45.973123,59.229617
SAB26-050,6/18/2026,Scatarie_10,626121,45.973123,59.229617
SAB26-051,6/18/2026,Scatarie_10,626122,45.973123,59.229617
SAB26-052,6/18/2026,Scatarie_02,626123,45.973371,59.229474
SAB26-053,6/18/2026,Scatarie_02,626124,45.973371,59.229474
SAB26-054,6/18/2026,Scatarie_02,626125,45.973371,59.229474
SAB26-055,6/18/2026,Scatarie_01,626126,45.981493,59.234053
SAB26-056,6/18/2026,Scatarie_01,626127,45.981493,59.234053
SAB26-057,6/18/2026,Scatarie_01,626128,45.981493,59.234053
SAB26-058,6/18/2026,Scatarie_03,626129,45.971696,59.214059
SAB26-059,6/18/2026,Scatarie_03,626130,45.971696,59.214059
SAB26-060,6/18/2026,Scatarie_03,626131,45.971696,59.214059
SAB26-061,6/18/2026,Scatarie_06,626132,45.970675,59.189353
SAB26-062,6/18/2026,Scatarie_06,626133,45.970675,59.189353
SAB26-063,6/18/2026,Scatarie_06,626134,45.970675,59.189353
SAB26-064,6/18/2026,Scatarie_09,626135,45.970326,59.163236
SAB26-065,6/18/2026,Scatarie_09,626136,45.970326,59.163236
SAB26-066,6/18/2026,Scatarie_09,626137,45.970326,59.163236
SAB26-067,6/18/2026,SAB_11,626138,45.970705,59.162972
SAB26-068,6/18/2026,SAB_11,626139,45.970705,59.162972
SAB26-069,6/18/2026,SAB_11,626140,45.970705,59.162972
SAB26-070,6/18/2026,SAB_7,626141,46.059143,59.41149
SAB26-071,6/18/2026,SAB_7,626142,46.059143,59.41149
SAB26-072,6/18/2026,SAB_7,626143,46.059143,59.41149
SAB26-073,6/18/2026,SAB_7_Field_Blank,626144,46.059143,59.41149
SAB26-074,6/20/2026,SAB_13,626145,46.266634,59.228535
SAB26-075,6/20/2026,SAB_13,626146,46.266634,59.228535
SAB26-076,6/20/2026,SAB_13,626147,46.266634,59.228535
SAB26-077,6/20/2026,SAB_12,626148,46.165432,59.245243
SAB26-078,6/20/2026,SAB_12,626149,46.165432,59.245243
SAB26-079,6/20/2026,SAB_12,626150,46.165432,59.245243
SAB26-080,6/20/2026,SAB_08,626151,45.14229,59.402828
SAB26-081,6/20/2026,SAB_08,626152,45.14229,59.402828
SAB26-082,6/20/2026,SAB_08,626153,45.14229,59.402828
SAB26-083,6/20/2026,SAB_04,626154,45.145438,59.565114
SAB26-084,6/20/2026,SAB_04,626155,45.145438,59.565114
SAB26-085,6/20/2026,SAB_04,626156,45.145438,59.565114
SAB26-086,6/20/2026,BLANK,626157,NA,NA
SAB26-087,6/21/2026,SAB_18,626158,46.258843,59.109725
SAB26-088,6/21/2026,SAB_18,626159,46.258843,59.109725
SAB26-089,6/21/2026,SAB_18,626160,46.258843,59.109725
SAB26-090,6/21/2026,SAB_17,626161,46.158442,59.089055
SAB26-091,6/21/2026,SAB_17,626162,46.158442,59.089055
SAB26-092,6/21/2026,SAB_17,626163,46.158442,59.089055
SAB26-093,6/21/2026,SAB_16,626164,46.049462,59.092527
SAB26-094,6/21/2026,SAB_16,626165,46.049462,59.092527
SAB26-095,6/21/2026,SAB_16,626166,46.049462,59.092527
SAB26-096,6/21/2026,SAB_15,626167,45.93584,59.101388
SAB26-097,6/21/2026,SAB_15,626168,45.93584,59.101388
SAB26-098,6/21/2026,SAB_15,626169,45.93584,59.101388
SAB26-099,6/21/2026,SAB_14,626170,45.87199,59.142458
SAB26-100,6/21/2026,SAB_14,626171,45.87199,59.142458
SAB26-101,6/21/2026,SAB_14,626172,45.87199,59.142458
SAB26-102,6/21/2026,SAB_09,626173,45.863992,59.275774
SAB26-103,6/21/2026,SAB_09,626174,45.863992,59.275774
SAB26-104,6/21/2026,SAB_09,626175,45.863992,59.275774
SAB26-105,6/21/2026,SAB_05,626176,45.853402,59.433318
SAB26-106,6/21/2026,SAB_05,626177,45.853402,59.433318
SAB26-107,6/21/2026,SAB_05,626178,45.853402,59.433318
SAB26-108,6/21/2026,SAB_01,626179,45.845021,59.580741
SAB26-109,6/21/2026,SAB_01,626180,45.845021,59.580741
SAB26-110,6/21/2026,SAB_01,626181,45.845021,59.580741
SAB26-111,6/21/2026,BLANK,626182,NA,NA
